dma.M,6,2318.3959999999997,2581.426,4994.5650000000005,939.703,1240,0.08758382110342901,708.61725696
intmpi.default,13,111.11900000000001,48.296,543.381,0,1,0.24145007541770452,10.439991296
dma.default,13,12844920.311,65967.769,12910888.082,711776.199,47,1.5932736759394404,80.696143872
sma.C,1,328356.744,2888.539,331245.283,13011.672,240,90.20178204751976,98.148626432
aps.E,1,598174.882,37668.169,635843.05,28975.703999999998,960,104.41337345644966,129.103925248
single.default,11,5325.951999999998,2702.1940000000004,8028.149,0,1,0.2811735026826263,0.581705728
smb.A,1,0.059,1.611,1.671,2.896,41,0.0,0.0
smb.C,11,869469.914,504343.317,1380225.4649999999,79458.0,283,53.331177114974714,139.86224128
dma.A,599,333545245.8720001,6593709.361000002,467757735.51300055,11992651.987999998,83,2.7717956557714416,3661.831446528
intsmp.default,1,0.07,1.762,1.832,0,1,0.009085698689956331,0.132390912
