FJTEST4-d,0,0,0,0,0,0,0,0,0,101516.03899999999,303.779,101819.818,0,0,0,0,0,0,101819.818,1.1164532665723175
GR11APR18-d,0,0,0,0,0,0,0,0,0,7606769.091000001,177841.953,8722770.679,0,0,0,0,0,0,8722770.679,95.64509158846445
FJSE-s,288427.299,6917.723,295345.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295345.021,3.23845514496323
