CP02APR16-d,0,0,0,0,0,0,0,0,0,169767246.78,469812.7459999999,170237059.525,0,0,0,0,0,0,170237059.525,0.27601270938121847
ZZ00AUG18-s,0,0,0,0,0,0,0.20600000000000002,9.493,9.7,0,0,0,0,0,0,0,0,0,9.7,1.5727029640127467e-08
FS04APR18-d,0,0,0,0,0,0,0,0,0,64867362.50299999,115830.92,109449774.471,0,0,0,0,0,0,109449774.471,0.17745565435161686
CL08APR18-s,3058057.069,25888.475,3083945.545,3179651.034,26733.644,3206384.677,0,0,0,0,0,0,0,0,0,0,0,0,6290330.222,0.010198784520369444
CL03NOV18-d,0,0,0,0,0,0,0,0,0,121934969.11500001,913060.0850000001,122848029.20199999,0,0,0,0,0,0,122848029.20199999,0.19917882438052564
CL01MAY18-d,0,0,0,0,0,0,0,0,0,330200.86300000036,2100.2849999999994,460799.6929999996,0,0,0,0,0,0,460799.6929999996,0.0007471144773167662
GR11APR18-d,0,0,0,0,0,0,0,0,0,2430249444.219,58793246.73799999,2528486613.715,0,0,0,0,0,0,2528486613.715003,4.0995447338723086
CP01APR18-d,0,0,0,0,0,0,0,0,0,19742377.126,117502.36,79675270.08200002,0,0,0,0,0,0,79675270.08199997,0.12918096228502834
FS05APR18-d,0,0,0,0,0,0,0,0,0,13434511.375,35604.134000000005,89735463.058,0,0,0,0,0,0,89735463.058,0.14549198837976593
CP02APR18-d,0,0,0,0,0,0,0,0,0,83634754.677,436533.459,262742976.85099998,0,0,0,0,0,0,262742976.851,0.4259965551207219
FS01APR18-d,0,0,0,0,0,0,0,0,0,18373264723.593002,125647985.81899998,18750336402.296005,0,0,0,0,0,0,18750336402.296,30.40073158363611
GR10APR18-s,2270930.813,3729.8030000000003,47825560.039000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47825560.039000005,0.07754164951433494
CL01SEP18-d,0,0,0,0,0,0,0,0,0,199042828.586,5087093.1450000005,205346165.47599998,0,0,0,0,0,0,205346165.47599995,0.3329366217451104
CL03APR18-d,0,0,0,0,0,0,0,0,0,142933868.954,2056814.6389999997,144990683.593,0,0,0,0,0,0,144990683.593,0.23507966787726337
YG01APR18-d,0,0,0,0,0,0,0,0,0,89635.643,138535.418,33538706.805,0,0,0,0,0,0,33538706.805,0.054377756290080397
CP01MAY18-d,0,0,0,0,0,0,0,0,0,1890.5489999999998,3847.142,6618936.692000001,0,0,0,0,0,0,6618936.692,0.010731568406310439
GR06APR18-s,23614.174000000003,38711.398,62879.525,0.199,1.041,2.042,0,0,0,0,0,0,24192.306000000004,56831.59199999999,153875.02699999997,0,0,0,216756.594,0.0003514368431475336
SP02APR18-d,0,0,0,0,0,0,0,0,0,180742880.206,826775.4210000003,288559038.538,0,0,0,7316.237999999999,212.82099999999997,7529.0599999999995,288566567.598,0.4678654599756281
GR01APR18-d,0,0,0,0,0,0,0,0,0,681237945.199,2817929.43,684086838.7670001,0,0,0,0,0,0,684086838.767,1.1091395865680114
GR03APR18-d,0,0,0,0,0,0,0,0,0,1723288398.051,4435538.0770000005,1957484616.1110005,0,0,0,2.898,2456.286,2459.1839999999997,1957487075.2949998,3.1737584797248344
CL01NOV18-d,0,0,0,0,0,0,0,0,0,9101473.525999999,109547.906,9214568.056999998,0,0,0,2575.478,833.5840000000001,3409.062,9217977.119,0.014945505089951528
GR06APR18-d,0,0,0,0,0,0,0,0,0,690174933.9070001,5494030.2689999975,4688629717.094998,0,0,0,26469.07600000001,5971.002,54820.176,4688684537.270997,7.601967081532816
XX00SEP18-d,0,0,0,0,0,0,0,0,0,55648102.97400002,622586.846,91613212.61699997,0,0,0,2498.248,18.285999999999998,5731.336,91618943.95300008,0.14854575743773296
GR08APR18-d,0,0,0,0,0,0,0,0,0,280535100.4480001,936544.245,3034748737.766,0,0,0,0,0,0,3034748737.766,4.920369417441784
GR01SEP18-d,0,0,0,0,0,0,0,0,0,1549789.0379999988,142505.84499999994,1054265714.2720003,0,0,0,0,0,0,1054265714.2720016,1.7093266120542194
GR01APR18-s,0,0,0,85271.971,72.656,445152.5310000001,0,0,0,0,0,0,0,0,0,0,0,0,445152.5310000001,0.0007217450566406972
SP02APR18-s,160439.922,98309.77900000001,273015.8,169768.298,33847.89399999999,489476.57,0,0,0,0,0,0,81.821,9.797,91.61800000000001,0,0,0,762583.988,0.0012364104105528463
