FIr,625213.686,23994.829,6228354.632999999,0,0,0,0,0,0,0,0,0,0,0,0,62.185,57.817,120.002,0,0,0,0,0,0,1221.8010000000002,456.7350000000002,1016202.3530000001,5667.543,1602.8940000000002,24677.266,1595.927,470.44800000000004,14969.433,17428.394,5063.735,25796.745000000003,0.183,0.415,501.41700000000003,0.344,0.215,118.602,0,0,0,0,0,0,0.183,0.29800000000000004,1552.89,0.17099999999999999,0.29400000000000004,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7312351.840999999,0.4369663346472228
NIa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.71299999999997,217.72700000000003,599.443,0,0,0,0,0,0,71554687.35300002,218154.22600000002,114925137.716,3241878.016,1976.579,3243987.326,34231487.525,111484.944,34342972.47,169850740.16400003,547175.858,170404068.47599998,3153870.2980000004,1425.3160000000003,3155295.617,0,0,0,33228520.157,115709.064,33344229.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359416290.269,21.477743739129142
CFb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25796.783999999985,229.4269999999999,26026.214,71612.321,393.75,72006.07100000001,355382.554,2031.23,357413.784,0,0,0,599309.158,3257.925,602567.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058013.152,0.06322399948615862
MHa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469649.14599999995,7679.210000000001,16942483.051,6679217.92,67686.447,12417425.263,1677613.9419999998,6934.764999999999,2210204.4420000003,215673.70700000002,3679.079,43764178.515999995,5539021.339,20885.552,8681728.711,8771.252,175.06400000000002,17438140.071000002,518517.288,1707.694,520224.982,0,0,0,93006.832,1045.7160000000001,118861.53099999999,1053799.4070000001,14512.646,3777003.9120000005,3325.9840000000004,164.751,2934065.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108804316.053,6.501851143554322
fjse,9045.260999999999,2150.126,17390.239999999998,5.382,49.093,120.924,-70300094987856.07,-70292025.13,41024.137,0.052,0.034,0.086,0,0,0,97.61200000000001,228.12399999999997,325.73300000000006,0,0,0,0,0,0,14158.918000000001,78.57799999999999,14239.919,6598.079999999998,48.68400000000002,13657.035999999998,13061.214999999998,143.0,15348.388999999997,15626.331000000002,150.01799999999997,15855.023999999998,22.031,2.309,24.341,0,0,0,0,0,0,0,0,0,0,0,0,22.636,1.53,24.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118009.99500000008,0.007051957576460813
GEb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107400408.38199998,38574445.243000016,146133300.098,66595705.09099999,24161160.359999992,90798728.958,86798535.76,28817103.081,115632237.884,3683142.119,1479048.5690000001,13754898.476,7216448.944999999,2270570.96,9592192.683,0.105,0.111,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375911358.3149998,22.463444315433932
RFa,0,0,0,139634.53,4938.139999999999,14602648.799999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860499.4169999997,82236.03800000004,34853622.422,1892329.8560000001,6984.697,29209745.450999998,8788594.077000001,25866.140000000003,34018407.021000005,3544057.357,23223.471999999998,19127460.063,1029948.2800000001,3740.6200000000003,1034983.532,4498986.02,12405.229,4511391.249,10772012.958999999,24898.571,25610968.517,0,0,0,0,0,0,1703500.309,6442.612999999999,1709942.9230000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164679169.97800002,9.840781032247603
FIa,4119466.77,82678.10399999999,7088066.865,13061420.681,385342.156,13446762.834,0,0,0,30051.991000000005,11362.522999999997,41414.512,0,0,0,0,0,0,0,0,0,0,0,0,4671127.483,15757.283000000001,4800522.815,8175333.139,76914.091,8847325.057999998,1742113.8860000002,12891.195000000003,1915284.5049999997,785936.627,4148.7029999999995,793577.767,4244395.432,28924.712,4326927.88,998359.358,2738.798,1001098.156,2468391.8350000004,6160.200000000001,2474552.034,0,0,0,419370.859,2574.635,421945.494,1546377.557,8540.797,1575921.977,3.1350000000000002,11.668000000000001,12004.344000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46745404.24099998,2.793378710015563
FIg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8051133.108999999,38362.452999999994,14374580.654,10899034.464,48765.837999999996,15375034.849,13341988.791,55228.309,13450693.783999998,3109223.242,14726.478,11481824.778,336891.25,1504.336,2035579.459,0,0,0,280973.40099999995,1363.1450000000002,282346.055,0,0,0,9459.09,72.477,57314.995,18893.22,179.513,60990.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57118364.786000006,3.413238728699929
FMd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107526981.33500001,601800.335,108128781.67,76175923.69600001,564382.481,76740473.77800001,38607099.921000004,223267.72400000002,61082606.69099999,47211169.128,354357.289,47565526.418,37701556.4,248842.116,37950398.516,0,0,0,0,0,0,0,0,0,13045421.189000001,131078.321,13383998.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344851785.349,20.60740838475518
